step,residual,mass
2712,1.3101635830345071e-04,3.5837743144698036e-04
2713,1.3096376674804545e-04,3.5847316120431324e-04
2714,1.3091121207349258e-04,3.5856886303760462e-04
2715,1.3085869423787376e-04,3.5866453695659775e-04
2716,1.3080621319924577e-04,3.5876018297094185e-04
2717,1.3075376891577561e-04,3.5885580109025836e-04
2718,1.3070136134576800e-04,3.5895139132435474e-04
2719,1.3064899044742609e-04,3.5904695368277947e-04
2720,1.3059665617919225e-04,3.5914248817525327e-04
2721,1.3054435849943664e-04,3.5923799481142198e-04
2722,1.3049209736663308e-04,3.5933347360100204e-04
2723,1.3043987273936511e-04,3.5942892455364633e-04
2724,1.3038768457616611e-04,3.5952434767890537e-04
2725,1.3033553283583202e-04,3.5961974298660197e-04
2726,1.3028341747691591e-04,3.5971511048615780e-04
2727,1.3023133845835216e-04,3.5981045018735366e-04
2728,1.3017929573891880e-04,3.5990576209977716e-04
2729,1.3012728927755984e-04,3.6000104623308570e-04
2730,1.3007531903322511e-04,3.6009630259685888e-04
2731,1.3002338496498879e-04,3.6019153120066586e-04
2732,1.2997148703187012e-04,3.6028673205414704e-04
2733,1.2991962519310962e-04,3.6038190516707563e-04
2734,1.2986779940786245e-04,3.6047705054888582e-04
2735,1.2981600963543616e-04,3.6057216820911783e-04
2736,1.2976425583516248e-04,3.6066725815747853e-04
2737,1.2971253796643524e-04,3.6076232040353350e-04
2738,1.2966085598869098e-04,3.6085735495680398e-04
2739,1.2960920986150891e-04,3.6095236182692264e-04
2740,1.2955759954439805e-04,3.6104734102340876e-04
2741,1.2950602499706883e-04,3.6114229255589396e-04
2742,1.2945448617913852e-04,3.6123721643388035e-04
2743,1.2940298305039641e-04,3.6133211266694578e-04
2744,1.2935151557069084e-04,3.6142698126470445e-04
2745,1.2930008369988180e-04,3.6152182223656373e-04
2746,1.2924868739787584e-04,3.6161663559212433e-04
2747,1.2919732662470767e-04,3.6171142134097867e-04
2748,1.2914600134041610e-04,3.6180617949262719e-04
2749,1.2909471150512617e-04,3.6190091005658008e-04
2750,1.2904345707895855e-04,3.6199561304223974e-04
2751,1.2899223802222931e-04,3.6209028845940472e-04
2752,1.2894105429516606e-04,3.6218493631729777e-04
2753,1.2888990585813040e-04,3.6227955662564452e-04
2754,1.2883879267154761e-04,3.6237414939382971e-04
2755,1.2878771469588212e-04,3.6246871463127100e-04
2756,1.2873667189163939e-04,3.6256325234766218e-04
2757,1.2868566421940175e-04,3.6265776255228960e-04
2758,1.2863469163986656e-04,3.6275224525478961e-04
2759,1.2858375411364529e-04,3.6284670046462185e-04
2760,1.2853285160155942e-04,3.6294112819113184e-04
2761,1.2848198406439074e-04,3.6303552844385361e-04
2762,1.2843115146301366e-04,3.6312990123232955e-04
2763,1.2838035375840550e-04,3.6322424656585366e-04
2764,1.2832959091148849e-04,3.6331856445406124e-04
2765,1.2827886288335264e-04,3.6341285490624846e-04
2766,1.2822816963508116e-04,3.6350711793197257e-04
2767,1.2817751112783894e-04,3.6360135354060734e-04
2768,1.2812688732283476e-04,3.6369556174152925e-04
2769,1.2807629818137504e-04,3.6378974254435575e-04
2770,1.2802574366474036e-04,3.6388389595824478e-04
2771,1.2797522373438872e-04,3.6397802199276947e-04
2772,1.2792473835169607e-04,3.6407212065737190e-04
2773,1.2787428747818369e-04,3.6416619196144074e-04
2774,1.2782387107543403e-04,3.6426023591430842e-04
2775,1.2777348910502913e-04,3.6435425252548013e-04
2776,1.2772314152868043e-04,3.6444824180424727e-04
2777,1.2767282830806234e-04,3.6454220375998841e-04
2778,1.2762254940503319e-04,3.6463613840221059e-04
2779,1.2757230478134313e-04,3.6473004574026212e-04
2780,1.2752209439895656e-04,3.6482392578336383e-04
2781,1.2747191821979538e-04,3.6491777854106666e-04
2782,1.2742177620588823e-04,3.6501160402269747e-04
2783,1.2737166831928225e-04,3.6510540223754428e-04
2784,1.2732159452205800e-04,3.6519917319500318e-04
2785,1.2727155477648209e-04,3.6529291690443825e-04
2786,1.2722154904468304e-04,3.6538663337524368e-04
2787,1.2717157728903429e-04,3.6548032261659626e-04
2788,1.2712163947182798e-04,3.6557398463802390e-04
2789,1.2707173555546685e-04,3.6566761944870877e-04
2790,1.2702186550239794e-04,3.6576122705808770e-04
2791,1.2697202927511769e-04,3.6585480747545356e-04
2792,1.2692222683620679e-04,3.6594836071009753e-04
2793,1.2687245814828774e-04,3.6604188677132488e-04
2794,1.2682272317400190e-04,3.6613538566847845e-04
2795,1.2677302187610523e-04,3.6622885741084731e-04
2796,1.2672335421734933e-04,3.6632230200760906e-04
2797,1.2667372016057137e-04,3.6641571946828593e-04
2798,1.2662411966865903e-04,3.6650910980213331e-04
2799,1.2657455270456697e-04,3.6660247301820907e-04
2800,1.2652501923129161e-04,3.6669580912607755e-04
2801,1.2647551921187201e-04,3.6678911813480637e-04
2802,1.2642605260939442e-04,3.6688240005380997e-04
2803,1.2637661938704367e-04,3.6697565489217105e-04
2804,1.2632721950803778e-04,3.6706888265937849e-04
2805,1.2627785293562699e-04,3.6716208336445703e-04
2806,1.2622851963309102e-04,3.6725525701691993e-04
2807,1.2617921956386053e-04,3.6734840362574110e-04
2808,1.2612995269134538e-04,3.6744152320034376e-04
2809,1.2608071897901970e-04,3.6753461574989983e-04
2810,1.2603151839042157e-04,3.6762768128366532e-04
2811,1.2598235088908907e-04,3.6772071981095811e-04
2812,1.2593321643872507e-04,3.6781373134079341e-04
2813,1.2588411500299122e-04,3.6790671588248240e-04
2814,1.2583504654560960e-04,3.6799967344537069e-04
2815,1.2578601103041450e-04,3.6809260403846566e-04
2816,1.2573700842126147e-04,3.6818550767102494e-04
2817,1.2568803868198930e-04,3.6827838435240536e-04
2818,1.2563910177660703e-04,3.6837123409159587e-04
2819,1.2559019766911111e-04,3.6846405689796099e-04
2820,1.2554132632355011e-04,3.6855685278059676e-04
2821,1.2549248770400972e-04,3.6864962174858244e-04
2822,1.2544368177472070e-04,3.6874236381133623e-04
2823,1.2539490849985206e-04,3.6883507897785440e-04
2824,1.2534616784362523e-04,3.6892776725734806e-04
2825,1.2529745977047266e-04,3.6902042865896332e-04
2826,1.2524878424466232e-04,3.6911306319194269e-04
2827,1.2520014123062676e-04,3.6920567086532721e-04
2828,1.2515153069292937e-04,3.6929825168839983e-04
2829,1.2510295259597642e-04,3.6939080567011497e-04
2830,1.2505440690441328e-04,3.6948333281979363e-04
2831,1.2500589358286748e-04,3.6957583314647398e-04
2832,1.2495741259598819e-04,3.6966830665943566e-04
2833,1.2490896390850915e-04,3.6976075336745697e-04
2834,1.2486054748523637e-04,3.6985317328014876e-04
2835,1.2481216329096058e-04,3.6994556640622720e-04
2836,1.2476381129060797e-04,3.7003793275495718e-04
2837,1.2471549144909790e-04,3.7013027233548346e-04
2838,1.2466720373138288e-04,3.7022258515686634e-04
2839,1.2461894810254353e-04,3.7031487122815955e-04
2840,1.2457072452763196e-04,3.7040713055846194e-04
2841,1.2452253297179418e-04,3.7049936315711055e-04
2842,1.2447437340024390e-04,3.7059156903286074e-04
2843,1.2442624577813674e-04,3.7068374819494167e-04
2844,1.2437815007084721e-04,3.7077590065243935e-04
2845,1.2433008624367775e-04,3.7086802641437611e-04
2846,1.2428205426199968e-04,3.7096012548986377e-04
2847,1.2423405409125240e-04,3.7105219788799546e-04
2848,1.2418608569696114e-04,3.7114424361768224e-04
2849,1.2413814904459867e-04,3.7123626268815882e-04
2850,1.2409024409980448e-04,3.7132825510841018e-04
2851,1.2404237082820272e-04,3.7142022088753474e-04
2852,1.2399452919543012e-04,3.7151216003438500e-04
2853,1.2394671916730125e-04,3.7160407255815001e-04
2854,1.2389894070950508e-04,3.7169595846790868e-04
2855,1.2385119378795995e-04,3.7178781777254569e-04
2856,1.2380347836851553e-04,3.7187965048125662e-04
2857,1.2375579441706601e-04,3.7197145660286405e-04
2858,1.2370814189963515e-04,3.7206323614648405e-04
2859,1.2366052078224160e-04,3.7215498912118153e-04
2860,1.2361293103096873e-04,3.7224671553595114e-04
2861,1.2356537261192871e-04,3.7233841539960897e-04
2862,1.2351784549128757e-04,3.7243008872138959e-04
2863,1.2347034963530013e-04,3.7252173551022131e-04
2864,1.2342288501020250e-04,3.7261335577505551e-04
2865,1.2337545158234167e-04,3.7270494952480445e-04
2866,1.2332804931809200e-04,3.7279651676860160e-04
2867,1.2328067818382138e-04,3.7288805751535309e-04
2868,1.2323333814604596e-04,3.7297957177395724e-04
2869,1.2318602917124963e-04,3.7307105955351939e-04
2870,1.2313875122601226e-04,3.7316252086283226e-04
2871,1.2309150427692987e-04,3.7325395571111348e-04
2872,1.2304428829065938e-04,3.7334536410696785e-04
2873,1.2299710323392197e-04,3.7343674605958314e-04
2874,1.2294994907344084e-04,3.7352810157793360e-04
2875,1.2290282577606684e-04,3.7361943067082100e-04
2876,1.2285573330855527e-04,3.7371073334729009e-04
2877,1.2280867163788438e-04,3.7380200961609743e-04
2878,1.2276164073098540e-04,3.7389325948635897e-04
2879,1.2271464055480275e-04,3.7398448296692562e-04
2880,1.2266767107642351e-04,3.7407568006678682e-04
2881,1.2262073226288565e-04,3.7416685079463092e-04
2882,1.2257382408137509e-04,3.7425799515965175e-04
2883,1.2252694649898756e-04,3.7434911317065227e-04
2884,1.2248009948304513e-04,3.7444020483642931e-04
2885,1.2243328300073447e-04,3.7453127016596073e-04
2886,1.2238649701942474e-04,3.7462230916822739e-04
2887,1.2233974150648293e-04,3.7471332185195821e-04
2888,1.2229301642926587e-04,3.7480430822612535e-04
2889,1.2224632175532161e-04,3.7489526829949415e-04
2890,1.2219965745204417e-04,3.7498620208119293e-04
2891,1.2215302348705457e-04,3.7507710957979297e-04
2892,1.2210641982796105e-04,3.7516799080442704e-04
2893,1.2205984644233719e-04,3.7525884576368788e-04
2894,1.2201330329796092e-04,3.7534967446678334e-04
2895,1.2196679036249543e-04,3.7544047692218360e-04
2896,1.2192030760375667e-04,3.7553125313899221e-04
2897,1.2187385498955580e-04,3.7562200312597955e-04
2898,1.2182743248777408e-04,3.7571272689193298e-04
2899,1.2178104006632347e-04,3.7580342444581678e-04
2900,1.2173467769317745e-04,3.7589409579630209e-04
2901,1.2168834533633157e-04,3.7598474095233892e-04
2902,1.2164204296384930e-04,3.7607535992275601e-04
2903,1.2159577054381703e-04,3.7616595271625715e-04
2904,1.2154952804443425e-04,3.7625651934174436e-04
2905,1.2150331543381056e-04,3.7634705980798590e-04
2906,1.2145713268022209e-04,3.7643757412386691e-04
2907,1.2141097975199652e-04,3.7652806229809496e-04
2908,1.2136485661736202e-04,3.7661852433955377e-04
2909,1.2131876324476471e-04,3.7670896025701779e-04
2910,1.2127269960260117e-04,3.7679937005922072e-04
2911,1.2122666565932193e-04,3.7688975375491291e-04
2912,1.2118066138343077e-04,3.7698011135308426e-04
2913,1.2113468674349198e-04,3.7707044286225042e-04
2914,1.2108874170811248e-04,3.7716074829135436e-04
2915,1.2104282624587960e-04,3.7725102764914913e-04
2916,1.2099694032553634e-04,3.7734128094430954e-04
2917,1.2095108391575979e-04,3.7743150818567736e-04
2918,1.2090525698539990e-04,3.7752170938200487e-04
2919,1.2085945950316927e-04,3.7761188454191159e-04
2920,1.2081369143800705e-04,3.7770203367432434e-04
2921,1.2076795275875768e-04,3.7779215678785592e-04
2922,1.2072224343443300e-04,3.7788225389131765e-04
2923,1.2067656343399405e-04,3.7797232499352034e-04
2924,1.2063091272649531e-04,3.7806237010305462e-04
2925,1.2058529128096038e-04,3.7815238922862392e-04
2926,1.2053969906656972e-04,3.7824238237911724e-04
2927,1.2049413605248685e-04,3.7833234956313885e-04
2928,1.2044860220790702e-04,3.7842229078944092e-04
2929,1.2040309750209110e-04,3.7851220606660899e-04
2930,1.2035762190432297e-04,3.7860209540358685e-04
2931,1.2031217538396260e-04,3.7869195880885264e-04
2932,1.2026675791040081e-04,3.7878179629124851e-04
2933,1.2022136945301972e-04,3.7887160785942428e-04
2934,1.2017600998133913e-04,3.7896139352196575e-04
2935,1.2013067946485537e-04,3.7905115328778789e-04
2936,1.2008537787314891e-04,3.7914088716530111e-04
2937,1.2004010517575860e-04,3.7923059516336752e-04
2938,1.1999486134240185e-04,3.7932027729056122e-04
2939,1.1994964634269501e-04,3.7940993355566548e-04
2940,1.1990446014643559e-04,3.7949956396724085e-04
2941,1.1985930272331630e-04,3.7958916853401102e-04
2942,1.1981417404321876e-04,3.7967874726460484e-04
2943,1.1976907407596486e-04,3.7976830016762529e-04
2944,1.1972400279146225e-04,3.7985782725177440e-04
2945,1.1967896015963045e-04,3.7994732852566013e-04
2946,1.1963394615049141e-04,3.8003680399803866e-04
2947,1.1958896073405195e-04,3.8012625367742883e-04
2948,1.1954400388036773e-04,3.8021567757232203e-04
2949,1.1949907555954051e-04,3.8030507569172562e-04
2950,1.1945417574177114e-04,3.8039444804395235e-04
2951,1.1940930439719730e-04,3.8048379463774865e-04
2952,1.1936446149607361e-04,3.8057311548159921e-04
2953,1.1931964700867088e-04,3.8066241058433680e-04
2954,1.1927486090533672e-04,3.8075167995441203e-04
2955,1.1923010315638073e-04,3.8084092360046718e-04
2956,1.1918537373226205e-04,3.8093014153106668e-04
2957,1.1914067260339373e-04,3.8101933375479406e-04
2958,1.1909599974024726e-04,3.8110850028042528e-04
2959,1.1905135511336388e-04,3.8119764111621177e-04
2960,1.1900673869329932e-04,3.8128675627102610e-04
2961,1.1896215045069767e-04,3.8137584575340697e-04
2962,1.1891759035617567e-04,3.8146490957173773e-04
2963,1.1887305838043244e-04,3.8155394773471706e-04
2964,1.1882855449416794e-04,3.8164296025098925e-04
2965,1.1878407866821580e-04,3.8173194712900924e-04
2966,1.1873963087336943e-04,3.8182090837742618e-04
2967,1.1869521108041664e-04,3.8190984400451959e-04
2968,1.1865081926039227e-04,3.8199875401922958e-04
2969,1.1860645538408497e-04,3.8208763842991302e-04
2970,1.1856211942255841e-04,3.8217649724510731e-04
2971,1.1851781134677975e-04,3.8226533047339541e-04
2972,1.1847353112789613e-04,3.8235413812326131e-04
2973,1.1842927873687068e-04,3.8244292020324540e-04
2974,1.1838505414492955e-04,3.8253167672194511e-04
2975,1.1834085732325284e-04,3.8262040768771054e-04
2976,1.1829668824304412e-04,3.8270911310925727e-04
2977,1.1825254687555383e-04,3.8279779299498233e-04
2978,1.1820843319208297e-04,3.8288644735340934e-04
2979,1.1816434716396336e-04,3.8297507619305384e-04
2980,1.1812028876259786e-04,3.8306367952247106e-04
2981,1.1807625795938668e-04,3.8315225735010270e-04
2982,1.1803225472579082e-04,3.8324080968438450e-04
2983,1.1798827903331578e-04,3.8332933653394580e-04
2984,1.1794433085351408e-04,3.8341783790721539e-04
2985,1.1790041015793082e-04,3.8350631381254912e-04
2986,1.1785651691820219e-04,3.8359476425873753e-04
2987,1.1781265110594412e-04,3.8368318925397453e-04
2988,1.1776881269294042e-04,3.8377158880671225e-04
2989,1.1772500165083226e-04,3.8385996292558488e-04
2990,1.1768121795148616e-04,3.8394831161898534e-04
2991,1.1763746156664891e-04,3.8403663489541178e-04
2992,1.1759373246818200e-04,3.8412493276321791e-04
2993,1.1755003062799653e-04,3.8421320523094867e-04
2994,1.1750635601802478e-04,3.8430145230698015e-04
2995,1.1746270861019874e-04,3.8438967399989296e-04
2996,1.1741908837659778e-04,3.8447787031798146e-04
2997,1.1737549528920881e-04,3.8456604126964463e-04
2998,1.1733192932015774e-04,3.8465418686345159e-04
2999,1.1728839044153470e-04,3.8474230710778851e-04
3000,1.1724487862554570e-04,3.8483040201108091e-04
3001,1.1720139384435708e-04,3.8491847158163815e-04
3002,1.1715793607026247e-04,3.8500651582808594e-04
3003,1.1711450527543699e-04,3.8509453475869912e-04
3004,1.1707110143230914e-04,3.8518252838185869e-04
3005,1.1702772451318650e-04,3.8527049670594114e-04
3006,1.1698437449050184e-04,3.8535843973955979e-04
3007,1.1694105133661115e-04,3.8544635749090180e-04
3008,1.1689775502403613e-04,3.8553424996844258e-04
3009,1.1685448552531226e-04,3.8562211718054756e-04
3010,1.1681124281295277e-04,3.8570995913558799e-04
3011,1.1676802685952467e-04,3.8579777584196148e-04
3012,1.1672483763772832e-04,3.8588556730809740e-04
3013,1.1668167512012685e-04,3.8597333354224088e-04
3014,1.1663853927949831e-04,3.8606107455285205e-04
3015,1.1659543008852018e-04,3.8614879034840771e-04
3016,1.1655234752003115e-04,3.8623648093694227e-04
3017,1.1650929154678451e-04,3.8632414632708441e-04
3018,1.1646626214164894e-04,3.8641178652722380e-04
3019,1.1642325927750588e-04,3.8649940154553787e-04
3020,1.1638028292735031e-04,3.8658699139035139e-04
3021,1.1633733306402071e-04,3.8667455607017454e-04
3022,1.1629440966062164e-04,3.8676209559324493e-04
3023,1.1625151269011363e-04,3.8684960996784087e-04
3024,1.1620864212563372e-04,3.8693709920251031e-04
3025,1.1616579794025868e-04,3.8702456330525159e-04
3026,1.1612298010715929e-04,3.8711200228467587e-04
3027,1.1608018859945215e-04,3.8719941614906374e-04
3028,1.1603742339048465e-04,3.8728680490651365e-04
3029,1.1599468445338405e-04,3.8737416856555649e-04
3030,1.1595197176152885e-04,3.8746150713449713e-04
3031,1.1590928528824246e-04,3.8754882062150156e-04
3032,1.1586662500687368e-04,3.8763610903489284e-04
3033,1.1582399089082007e-04,3.8772337238299356e-04
3034,1.1578138291353624e-04,3.8781061067427405e-04
3035,1.1573880104851232e-04,3.8789782391674424e-04
3036,1.1569624526927089e-04,3.8798501211880729e-04
3037,1.1565371554933272e-04,3.8807217528877920e-04
3038,1.1561121186230555e-04,3.8815931343493242e-04
3039,1.1556873418182062e-04,3.8824642656541946e-04
3040,1.1552628248150636e-04,3.8833351468867290e-04
3041,1.1548385673509387e-04,3.8842057781279771e-04
3042,1.1544145691632132e-04,3.8850761594617759e-04
3043,1.1539908299892496e-04,3.8859462909705681e-04
3044,1.1535673495671015e-04,3.8868161727362879e-04
3045,1.1531441276357460e-04,3.8876858048422173e-04
3046,1.1527211639331278e-04,3.8885551873699814e-04
3047,1.1522984581989609e-04,3.8894243204036104e-04
3048,1.1518760101723856e-04,3.8902932040237628e-04
3049,1.1514538195939259e-04,3.8911618383126662e-04
3050,1.1510318862029617e-04,3.8920302233543989e-04
3051,1.1506102097402123e-04,3.8928983592291603e-04
3052,1.1501887899469722e-04,3.8937662460209285e-04
3053,1.1497676265641715e-04,3.8946338838110109e-04
3054,1.1493467193335235e-04,3.8955012726822342e-04
3055,1.1489260679972456e-04,3.8963684127153286e-04
3056,1.1485056722970896e-04,3.8972353039930170e-04
3057,1.1480855319761871e-04,3.8981019465990059e-04
3058,1.1476656467775182e-04,3.8989683406135420e-04
3059,1.1472460164445302e-04,3.8998344861186440e-04
3060,1.1468266407204418e-04,3.9007003831970088e-04
3061,1.1464075193500797e-04,3.9015660319303828e-04
3062,1.1459886520773386e-04,3.9024314323999752e-04
3063,1.1455700386473581e-04,3.9032965846889488e-04
3064,1.1451516788049145e-04,3.9041614888764780e-04
3065,1.1447335722958512e-04,3.9050261450476699e-04
3066,1.1443157188655874e-04,3.9058905532812982e-04
3067,1.1438981182607587e-04,3.9067547136610305e-04
3068,1.1434807702274277e-04,3.9076186262688301e-04
3069,1.1430636745128168e-04,3.9084822911845398e-04
3070,1.1426468308638505e-04,3.9093457084899146e-04
3071,1.1422302390285540e-04,3.9102088782682281e-04
3072,1.1418138987538627e-04,3.9110718005986911e-04
3073,1.1413978097894619e-04,3.9119344755653173e-04
3074,1.1409819718825392e-04,3.9127969032472178e-04
3075,1.1405663847829461e-04,3.9136590837272444e-04
3076,1.1401510482394384e-04,3.9145210170855524e-04
3077,1.1397359620020208e-04,3.9153827034046267e-04
3078,1.1393211258200552e-04,3.9162441427653108e-04
3079,1.1389065394446365e-04,3.9171053352481057e-04
3080,1.1384922026257227e-04,3.9179662809360168e-04
3081,1.1380781151146862e-04,3.9188269799088148e-04
3082,1.1376642766625277e-04,3.9196874322471753e-04
3083,1.1372506870212526e-04,3.9205476380325287e-04
3084,1.1368373459423153e-04,3.9214075973481631e-04
3085,1.1364242531787577e-04,3.9222673102722429e-04
3086,1.1360114084827504e-04,3.9231267768870785e-04
3087,1.1355988116070712e-04,3.9239859972736788e-04
3088,1.1351864623055749e-04,3.9248449715115793e-04
3089,1.1347743603319270e-04,3.9257036996830379e-04
3090,1.1343625054396732e-04,3.9265621818685174e-04
3091,1.1339508973834263e-04,3.9274204181493445e-04
3092,1.1335395359177462e-04,3.9282784086054027e-04
3093,1.1331284207979640e-04,3.9291361533184781e-04
3094,1.1327175517788517e-04,3.9299936523679908e-04
3095,1.1323069286165985e-04,3.9308509058358875e-04
3096,1.1318965510668812e-04,3.9317079138012981e-04
3097,1.1314864188859297e-04,3.9325646763462566e-04
3098,1.1310765318309808e-04,3.9334211935500589e-04
3099,1.1306668896582083e-04,3.9342774654949520e-04
3100,1.1302574921255132e-04,3.9351334922591231e-04
3101,1.1298483389903671e-04,3.9359892739246593e-04
3102,1.1294394300108606e-04,3.9368448105716344e-04
3103,1.1290307649447356e-04,3.9377001022805537e-04
3104,1.1286223435513067e-04,3.9385551491320732e-04
3105,1.1282141655894502e-04,3.9394099512046754e-04
3106,1.1278062308177788e-04,3.9402645085807094e-04
3107,1.1273985389967751e-04,3.9411188213394287e-04
3108,1.1269910898855887e-04,3.9419728895610367e-04
3109,1.1265838832451686e-04,3.9428267133261822e-04
3110,1.1261769188356415e-04,3.9436802927137908e-04
3111,1.1257701964176958e-04,3.9445336278064088e-04
3112,1.1253637157533214e-04,3.9453867186813626e-04
3113,1.1249574766033345e-04,3.9462395654200108e-04
3114,1.1245514787300714e-04,3.9470921681024438e-04
3115,1.1241457218950755e-04,3.9479445268083397e-04
3116,1.1237402058618340e-04,3.9487966416172345e-04
3117,1.1233349303923313e-04,3.9496485126089232e-04
3118,1.1229298952500571e-04,3.9505001398649521e-04
3119,1.1225251001985086e-04,3.9513515234625748e-04
3120,1.1221205450013999e-04,3.9522026634842698e-04
3121,1.1217162294225412e-04,3.9530535600066285e-04
3122,1.1213121532270449e-04,3.9539042131119483e-04
3123,1.1209083161788009e-04,3.9547546228777984e-04
3124,1.1205047180434645e-04,3.9556047893865608e-04
3125,1.1201013585864402e-04,3.9564547127159626e-04
3126,1.1196982375729810e-04,3.9573043929447651e-04
3127,1.1192953547691578e-04,3.9581538301551128e-04
3128,1.1188927099418519e-04,3.9590030244238957e-04
3129,1.1184903028569730e-04,3.9598519758324529e-04
3130,1.1180881332819562e-04,3.9607006844582707e-04
3131,1.1176862009836281e-04,3.9615491503830513e-04
3132,1.1172845057297952e-04,3.9623973736842765e-04
3133,1.1168830472885727e-04,3.9632453544413812e-04
3134,1.1164818254277362e-04,3.9640930927343663e-04
3135,1.1160808399159922e-04,3.9649405886431620e-04
3136,1.1156800905223869e-04,3.9657878422461621e-04
3137,1.1152795770154784e-04,3.9666348536210479e-04
3138,1.1148792991651480e-04,3.9674816228488501e-04
3139,1.1144792567406880e-04,3.9683281500088260e-04
3140,1.1140794495128713e-04,3.9691744351784349e-04
3141,1.1136798772515632e-04,3.9700204784375677e-04
3142,1.1132805397272706e-04,3.9708662798675873e-04
3143,1.1128814367113595e-04,3.9717118395429210e-04
3144,1.1124825679750538e-04,3.9725571575457454e-04
3145,1.1120839332895610e-04,3.9734022339528332e-04
3146,1.1116855324272987e-04,3.9742470688457318e-04
3147,1.1112873651600850e-04,3.9750916623007397e-04
3148,1.1108894312608590e-04,3.9759360143976470e-04
3149,1.1104917305015430e-04,3.9767801252152608e-04
3150,1.1100942626562738e-04,3.9776239948317957e-04
3151,1.1096970274978751e-04,3.9784676233276493e-04
3152,1.1093000248001882e-04,3.9793110107790573e-04
3153,1.1089032543375787e-04,3.9801541572659718e-04
3154,1.1085067158834685e-04,3.9809970628676243e-04
3155,1.1081104092136007e-04,3.9818397276605963e-04
3156,1.1077143341020634e-04,3.9826821517249269e-04
3157,1.1073184903242327e-04,3.9835243351387772e-04
3158,1.1069228776561174e-04,3.9843662779809298e-04
3159,1.1065274958730467e-04,3.9852079803290861e-04
3160,1.1061323447512807e-04,3.9860494422611938e-04
3161,1.1057374240673685e-04,3.9868906638566176e-04
3162,1.1053427335978106e-04,3.9877316451934780e-04
3163,1.1049482731196030e-04,3.9885723863500295e-04
3164,1.1045540424104380e-04,3.9894128874040419e-04
3165,1.1041600412475816e-04,3.9902531484334129e-04
3166,1.1037662694088580e-04,3.9910931695180175e-04
3167,1.1033727266726831e-04,3.9919329507350865e-04
3168,1.1029794128176338e-04,3.9927724921621312e-04
3169,1.1025863276225366e-04,3.9936117938775540e-04
3170,1.1021934708661444e-04,3.9944508559590765e-04
3171,1.1018008423279169e-04,3.9952896784868245e-04
3172,1.1014084417877282e-04,3.9961282615359967e-04
3173,1.1010162690256574e-04,3.9969666051850280e-04
3174,1.1006243238215645e-04,3.9978047095127838e-04
3175,1.1002326059560940e-04,3.9986425745968562e-04
3176,1.0998411152102926e-04,3.9994802005152664e-04
3177,1.0994498513654390e-04,4.0003175873452943e-04
3178,1.0990588142021374e-04,4.0011547351643249e-04
3179,1.0986680035034001e-04,4.0019916440515437e-04
3180,1.0982774190501310e-04,4.0028283140834881e-04
3181,1.0978870606248420e-04,4.0036647453376556e-04
3182,1.0974969280107630e-04,4.0045009378923512e-04
3183,1.0971070209897178e-04,4.0053368918252334e-04
3184,1.0967173393460295e-04,4.0061726072129365e-04
3185,1.0963278828621564e-04,4.0070080841342272e-04
3186,1.0959386513224420e-04,4.0078433226664741e-04
3187,1.0955496445107991e-04,4.0086783228857309e-04
3188,1.0951608622110633e-04,4.0095130848702605e-04
3189,1.0947723042083924e-04,4.0103476086978697e-04
3190,1.0943839702875356e-04,4.0111818944455922e-04
3191,1.0939958602334969e-04,4.0120159421903878e-04
3192,1.0936079738319968e-04,4.0128497520108152e-04
3193,1.0932203108686061e-04,4.0136833239824113e-04
3194,1.0928328711290853e-04,4.0145166581836316e-04
3195,1.0924456544003312e-04,4.0153497546910257e-04
3196,1.0920586604681408e-04,4.0161826135821368e-04
3197,1.0916718891201877e-04,4.0170152349349223e-04
3198,1.0912853401432818e-04,4.0178476188233698e-04
3199,1.0908990133243802e-04,4.0186797653288622e-04
3200,1.0905129084520591e-04,4.0195116745241489e-04
3201,1.0901270253136759e-04,4.0203433464896756e-04
3202,1.0897413636975040e-04,4.0211747813003265e-04
3203,1.0893559233926402e-04,4.0220059790345067e-04
3204,1.0889707041872430e-04,4.0228369397669081e-04
3205,1.0885857058708536e-04,4.0236676635777089e-04
3206,1.0882009282329243e-04,4.0244981505411029e-04
3207,1.0878163710627278e-04,4.0253284007342384e-04
3208,1.0874320341503357e-04,4.0261584142344290e-04
3209,1.0870479172861917e-04,4.0269881911189853e-04
3210,1.0866640202605908e-04,4.0278177314629162e-04
3211,1.0862803428641913e-04,4.0286470353438820e-04
3212,1.0858968848882507e-04,4.0294761028392817e-04
3213,1.0855136461240719e-04,4.0303049340246089e-04
3214,1.0851306263632067e-04,4.0311335289761372e-04
3215,1.0847478253971797e-04,4.0319618877709599e-04
3216,1.0843652430187938e-04,4.0327900104857836e-04
3217,1.0839828790202149e-04,4.0336178971970584e-04
3218,1.0836007331936904e-04,4.0344455479807086e-04
3219,1.0832188053325560e-04,4.0352729629145257e-04
3220,1.0828370952304614e-04,4.0361001420729213e-04
3221,1.0824556026801817e-04,4.0369270855336690e-04
3222,1.0820743274756645e-04,4.0377537933712594e-04
3223,1.0816932694114430e-04,4.0385802656651125e-04
3224,1.0813124282811520e-04,4.0394065024873505e-04
3225,1.0809318038798592e-04,4.0402325039179350e-04
3226,1.0805513960021364e-04,4.0410582700314693e-04
3227,1.0801712044432084e-04,4.0418838009040879e-04
3228,1.0797912289988840e-04,4.0427090966115074e-04
3229,1.0794114694639291e-04,4.0435341572308897e-04
