step,residual,mass
1238,2.9717349864966439e-04,1.8024058340578480e-04
1239,2.9693013467966222e-04,1.8039260595382396e-04
1240,2.9668715438788015e-04,1.8054457453407107e-04
1241,2.9644455686366779e-04,1.8069648918132283e-04
1242,2.9620234119926168e-04,1.8084834993025426e-04
1243,2.9596050648980458e-04,1.8100015681525369e-04
1244,2.9571905183330523e-04,1.8115190987104819e-04
1245,2.9547797633065742e-04,1.8130360913195528e-04
1246,2.9523727908564609e-04,1.8145525463255236e-04
1247,2.9499695920485075e-04,1.8160684640710739e-04
1248,2.9475701579776504e-04,1.8175838448999438e-04
1249,2.9451744797664715e-04,1.8190986891563360e-04
1250,2.9427825485659875e-04,1.8206129971832288e-04
1251,2.9403943555560163e-04,1.8221267693217721e-04
1252,2.9380098919425525e-04,1.8236400059141509e-04
1253,2.9356291489613837e-04,1.8251527073028667e-04
1254,2.9332521178746700e-04,1.8266648738282112e-04
1255,2.9308787899730168e-04,1.8281765058306821e-04
1256,2.9285091565747502e-04,1.8296876036505660e-04
1257,2.9261432090242384e-04,1.8311981676290897e-04
1258,2.9237809386938122e-04,1.8327081981042001e-04
1259,2.9214223369846819e-04,1.8342176954160385e-04
1260,2.9190673953221507e-04,1.8357266599018166e-04
1261,2.9167161051605749e-04,1.8372350919012255e-04
1262,2.9143684579811054e-04,1.8387429917513242e-04
1263,2.9120244452901723e-04,1.8402503597894607e-04
1264,2.9096840586226216e-04,1.8417571963531392e-04
1265,2.9073472895387958e-04,1.8432635017784946e-04
1266,2.9050141296253822e-04,1.8447692764016161e-04
1267,2.9026845704964113e-04,1.8462745205581905e-04
1268,2.9003586037912641e-04,1.8477792345837469e-04
1269,2.8980362211754448e-04,1.8492834188133011e-04
1270,2.8957174143413519e-04,1.8507870735802361e-04
1271,2.8934021750060386e-04,1.8522901992201426e-04
1272,2.8910904949131677e-04,1.8537927960665673e-04
1273,2.8887823658325880e-04,1.8552948644513323e-04
1274,2.8864777795587399e-04,1.8567964047083490e-04
1275,2.8841767279115489e-04,1.8582974171703481e-04
1276,2.8818792027375295e-04,1.8597979021678859e-04
1277,2.8795851959074320e-04,1.8612978600343128e-04
1278,2.8772946993181641e-04,1.8627972910990363e-04
1279,2.8750077048902257e-04,1.8642961956941555e-04
1280,2.8727242045709778e-04,1.8657945741494926e-04
1281,2.8704441903313699e-04,1.8672924267956311e-04
1282,2.8681676541678552e-04,1.8687897539611899e-04
1283,2.8658945881012034e-04,1.8702865559748000e-04
1284,2.8636249841772606e-04,1.8717828331667224e-04
1285,2.8613588344661976e-04,1.8732785858631011e-04
1286,2.8590961310619785e-04,1.8747738143945795e-04
1287,2.8568368660841987e-04,1.8762685190858709e-04
1288,2.8545810316755955e-04,1.8777627002665952e-04
1289,2.8523286200041599e-04,1.8792563582606853e-04
1290,2.8500796232603336e-04,1.8807494933964272e-04
1291,2.8478340336604639e-04,1.8822421059991998e-04
1292,2.8455918434429871e-04,1.8837341963930961e-04
1293,2.8433530448711145e-04,1.8852257649051003e-04
1294,2.8411176302320097e-04,1.8867168118573532e-04
1295,2.8388855918355188e-04,1.8882073375772767e-04
1296,2.8366569220154462e-04,1.8896973423851408e-04
1297,2.8344316131292561e-04,1.8911868266068124e-04
1298,2.8322096575571746e-04,1.8926757905640126e-04
1299,2.8299910477038440e-04,1.8941642345796778e-04
1300,2.8277757759950095e-04,1.8956521589750405e-04
1301,2.8255638348816375e-04,1.8971395640735687e-04
1302,2.8233552168361665e-04,1.8986264501948848e-04
1303,2.8211499143546473e-04,1.9001128176607200e-04
1304,2.8189479199556980e-04,1.9015986667913397e-04
1305,2.8167492261810240e-04,1.9030839979062680e-04
1306,2.8145538255936896e-04,1.9045688113267597e-04
1307,2.8123617107812880e-04,1.9060531073697797e-04
1308,2.8101728743517136e-04,1.9075368863557472e-04
1309,2.8079873089371823e-04,1.9090201486030839e-04
1310,2.8058050071907688e-04,1.9105028944298744e-04
1311,2.8036259617881301e-04,1.9119851241536072e-04
1312,2.8014501654278877e-04,1.9134668380897297e-04
1313,2.7992776108287572e-04,1.9149480365573886e-04
1314,2.7971082907340131e-04,1.9164287198722245e-04
1315,2.7949421979057873e-04,1.9179088883506496e-04
1316,2.7927793251305498e-04,1.9193885423074393e-04
1317,2.7906196652152041e-04,1.9208676820580886e-04
1318,2.7884632109886117e-04,1.9223463079176960e-04
1319,2.7863099553005903e-04,1.9238244202008240e-04
1320,2.7841598910232132e-04,1.9253020192201448e-04
1321,2.7820130110493407e-04,1.9267791052907210e-04
1322,2.7798693082934864e-04,1.9282556787256132e-04
1323,2.7777287756913582e-04,1.9297317398377916e-04
1324,2.7755914061990366e-04,1.9312072889380300e-04
1325,2.7734571927945432e-04,1.9326823263397718e-04
1326,2.7713261284761779e-04,1.9341568523543087e-04
1327,2.7691982062644612e-04,1.9356308672926337e-04
1328,2.7670734191985539e-04,1.9371043714658435e-04
1329,2.7649517603399177e-04,1.9385773651846191e-04
1330,2.7628332227702191e-04,1.9400498487568175e-04
1331,2.7607177995918103e-04,1.9415218224953074e-04
1332,2.7586054839278740e-04,1.9429932867076654e-04
1333,2.7564962689203637e-04,1.9444642417022388e-04
1334,2.7543901477334416e-04,1.9459346877876590e-04
1335,2.7522871135512045e-04,1.9474046252725575e-04
1336,2.7501871595770618e-04,1.9488740544644891e-04
1337,2.7480902790350979e-04,1.9503429756697685e-04
1338,2.7459964651694105e-04,1.9518113891957975e-04
1339,2.7439057112442402e-04,1.9532792953494757e-04
1340,2.7418180105431963e-04,1.9547466944365029e-04
1341,2.7397333563699357e-04,1.9562135867623142e-04
1342,2.7376517420481803e-04,1.9576799726323289e-04
1343,2.7355731609208448e-04,1.9591458523516496e-04
1344,2.7334976063506664e-04,1.9606112262234504e-04
1345,2.7314250717196803e-04,1.9620760945538910e-04
1346,2.7293555504293682e-04,1.9635404576452898e-04
1347,2.7272890359014213e-04,1.9650043158011600e-04
1348,2.7252255215757008e-04,1.9664676693242466e-04
1349,2.7231650009114567e-04,1.9679305185178568e-04
1350,2.7211074673880338e-04,1.9693928636838479e-04
1351,2.7190529145023782e-04,1.9708547051230138e-04
1352,2.7170013357720072e-04,1.9723160431372815e-04
1353,2.7149527247319447e-04,1.9737768780280469e-04
1354,2.7129070749377438e-04,1.9752372100959210e-04
1355,2.7108643799617495e-04,1.9766970396402727e-04
1356,2.7088246333965274e-04,1.9781563669610201e-04
1357,2.7067878288529598e-04,1.9796151923584532e-04
1358,2.7047539599606613e-04,1.9810735161311516e-04
1359,2.7027230203665735e-04,1.9825313385778457e-04
1360,2.7006950037381590e-04,1.9839886599963273e-04
1361,2.6986699037591881e-04,1.9854454806851005e-04
1362,2.6966477141337033e-04,1.9869018009414742e-04
1363,2.6946284285822011e-04,1.9883576210623843e-04
1364,2.6926120408449759e-04,1.9898129413451838e-04
1365,2.6905985446789974e-04,1.9912677620842738e-04
1366,2.6885879338600953e-04,1.9927220835782076e-04
1367,2.6865802021824213e-04,1.9941759061214406e-04
1368,2.6845753434565696e-04,1.9956292300086161e-04
1369,2.6825733515133224e-04,1.9970820555364617e-04
1370,2.6805742201988923e-04,1.9985343829971049e-04
1371,2.6785779433788240e-04,1.9999862126859454e-04
1372,2.6765845149353271e-04,2.0014375448964211e-04
1373,2.6745939287690419e-04,2.0028883799218697e-04
1374,2.6726061787977877e-04,2.0043387180552314e-04
1375,2.6706212589563185e-04,2.0057885595888505e-04
1376,2.6686391631975781e-04,2.0072379048156940e-04
1377,2.6666598854914729e-04,2.0086867540269020e-04
1378,2.6646834198253974e-04,2.0101351075135161e-04
1379,2.6627097602040565e-04,2.0115829655682784e-04
1380,2.6607389006485442e-04,2.0130303284798660e-04
1381,2.6587708351978281e-04,2.0144771965398953e-04
1382,2.6568055579083265e-04,2.0159235700386541e-04
1383,2.6548430628517270e-04,2.0173694492641760e-04
1384,2.6528833441180329e-04,2.0188148345064231e-04
1385,2.6509263958142274e-04,2.0202597260556612e-04
1386,2.6489722120630528e-04,2.0217041241974194e-04
1387,2.6470207870048061e-04,2.0231480292225176e-04
1388,2.6450721147959965e-04,2.0245914414173148e-04
1389,2.6431261896099037e-04,2.0260343610701426e-04
1390,2.6411830056364779e-04,2.0274767884670452e-04
1391,2.6392425570820446e-04,2.0289187238953547e-04
1392,2.6373048381690895e-04,2.0303601676405566e-04
1393,2.6353698431371163e-04,2.0318011199897023e-04
1394,2.6334375662411945e-04,2.0332415812269149e-04
1395,2.6315080017530435e-04,2.0346815516382948e-04
1396,2.6295811439606812e-04,2.0361210315095749e-04
1397,2.6276569871680331e-04,2.0375600211227832e-04
1398,2.6257355256951255e-04,2.0389985207636943e-04
1399,2.6238167538780260e-04,2.0404365307161046e-04
1400,2.6219006660686448e-04,2.0418740512616896e-04
1401,2.6199872566355891e-04,2.0433110826868295e-04
1402,2.6180765199616411e-04,2.0447476252710299e-04
1403,2.6161684504473340e-04,2.0461836792972510e-04
1404,2.6142630425075516e-04,2.0476192450490744e-04
1405,2.6123602905731859e-04,2.0490543228051294e-04
1406,2.6104601890911990e-04,2.0504889128494059e-04
1407,2.6085627325237625e-04,2.0519230154614980e-04
1408,2.6066679153481496e-04,2.0533566309220889e-04
1409,2.6047757320578222e-04,2.0547897595108545e-04
1410,2.6028861771618334e-04,2.0562224015086423e-04
1411,2.6009992451834520e-04,2.0576545571941113e-04
1412,2.5991149306617061e-04,2.0590862268461734e-04
1413,2.5972332281520047e-04,2.0605174107442335e-04
1414,2.5953541322230059e-04,2.0619481091659530e-04
1415,2.5934776374600345e-04,2.0633783223905660e-04
1416,2.5916037384629065e-04,2.0648080506937904e-04
1417,2.5897324298463921e-04,2.0662372943540877e-04
1418,2.5878637062401764e-04,2.0676660536484337e-04
1419,2.5859975622894522e-04,2.0690943288538508e-04
1420,2.5841339926533144e-04,2.0705221202454245e-04
1421,2.5822729920068439e-04,2.0719494281006909e-04
1422,2.5804145550388172e-04,2.0733762526933629e-04
1423,2.5785586764529912e-04,2.0748025943003124e-04
1424,2.5767053509685977e-04,2.0762284531945717e-04
1425,2.5748545733185349e-04,2.0776538296528351e-04
1426,2.5730063382501018e-04,2.0790787239474402e-04
1427,2.5711606405259634e-04,2.0805031363535384e-04
1428,2.5693174749231139e-04,2.0819270671436688e-04
1429,2.5674768362320886e-04,2.0833505165916751e-04
1430,2.5656387192588307e-04,2.0847734849698080e-04
1431,2.5638031188226552e-04,2.0861959725500668e-04
1432,2.5619700297579100e-04,2.0876179796066197e-04
1433,2.5601394469129901e-04,2.0890395064089817e-04
1434,2.5583113651497064e-04,2.0904605532294127e-04
1435,2.5564857793453674e-04,2.0918811203392745e-04
1436,2.5546626843894938e-04,2.0933012080091474e-04
1437,2.5528420751872951e-04,2.0947208165098967e-04
1438,2.5510239466574274e-04,2.0961399461102834e-04
1439,2.5492082937321269e-04,2.0975585970807925e-04
1440,2.5473951113570502e-04,2.0989767696911316e-04
1441,2.5455843944932691e-04,2.1003944642101899e-04
1442,2.5437761381140391e-04,2.1018116809062154e-04
1443,2.5419703372073373e-04,2.1032284200485441e-04
1444,2.5401669867741538e-04,2.1046446819041295e-04
1445,2.5383660818291518e-04,2.1060604667409472e-04
1446,2.5365676174015094e-04,2.1074757748274663e-04
1447,2.5347715885323238e-04,2.1088906064294685e-04
1448,2.5329779902778365e-04,2.1103049618141238e-04
1449,2.5311868177064161e-04,2.1117188412474647e-04
1450,2.5293980659002962e-04,2.1131322449965923e-04
1451,2.5276117299560124e-04,2.1145451733261265e-04
1452,2.5258278049812235e-04,2.1159576265013447e-04
1453,2.5240462860988985e-04,2.1173696047885955e-04
1454,2.5222671684442023e-04,2.1187811084512882e-04
1455,2.5204904471660196e-04,2.1201921377542816e-04
1456,2.5187161174252879e-04,2.1216026929617778e-04
1457,2.5169441743978175e-04,2.1230127743383087e-04
1458,2.5151746132700501e-04,2.1244223821459580e-04
1459,2.5134074292440159e-04,2.1258315166481631e-04
1460,2.5116426175322316e-04,2.1272401781071400e-04
1461,2.5098801733623759e-04,2.1286483667868684e-04
1462,2.5081200919734660e-04,2.1300560829486226e-04
1463,2.5063623686168141e-04,2.1314633268531565e-04
1464,2.5046069985588064e-04,2.1328700987648973e-04
1465,2.5028539770768958e-04,2.1342763989412540e-04
1466,2.5011032994604472e-04,2.1356822276458111e-04
1467,2.4993549610135933e-04,2.1370875851382392e-04
1468,2.4976089570514479e-04,2.1384924716786935e-04
1469,2.4958652829020975e-04,2.1398968875264166e-04
1470,2.4941239339065487e-04,2.1413008329415772e-04
1471,2.4923849054175944e-04,2.1427043081840121e-04
1472,2.4906481928007663e-04,2.1441073135114105e-04
1473,2.4889137914343860e-04,2.1455098491829713e-04
1474,2.4871816967080983e-04,2.1469119154569977e-04
1475,2.4854519040249040e-04,2.1483135125910849e-04
1476,2.4837244087994167e-04,2.1497146408431183e-04
1477,2.4819992064586017e-04,2.1511153004702969e-04
1478,2.4802762924415949e-04,2.1525154917297908e-04
1479,2.4785556621999678e-04,2.1539152148789789e-04
1480,2.4768373111966118e-04,2.1553144701731399e-04
1481,2.4751212349071589e-04,2.1567132578686468e-04
1482,2.4734074288193996e-04,2.1581115782211480e-04
1483,2.4716958884323794e-04,2.1595094314868452e-04
1484,2.4699866092570588e-04,2.1609068179198962e-04
1485,2.4682795868175114e-04,2.1623037377758265e-04
1486,2.4665748166479161e-04,2.1637001913084260e-04
1487,2.4648722942958529e-04,2.1650961787727201e-04
1488,2.4631720153195396e-04,2.1664917004225769e-04
1489,2.4614739752891051e-04,2.1678867565106945e-04
1490,2.4597781697873611e-04,2.1692813472904839e-04
1491,2.4580845944070464e-04,2.1706754730164892e-04
1492,2.4563932447538506e-04,2.1720691339390365e-04
1493,2.4547041164445639e-04,2.1734623303127005e-04
1494,2.4530172051078994e-04,2.1748550623875253e-04
1495,2.4513325063833422e-04,2.1762473304167708e-04
1496,2.4496500159223392e-04,2.1776391346509116e-04
1497,2.4479697293875352e-04,2.1790304753420252e-04
1498,2.4462916424532405e-04,2.1804213527400746e-04
1499,2.4446157508047111e-04,2.1818117670958568e-04
1500,2.4429420501386828e-04,2.1832017186598345e-04
1501,2.4412705361637072e-04,2.1845912076821558e-04
1502,2.4396012045982320e-04,2.1859802344117405e-04
1503,2.4379340511732580e-04,2.1873687990983328e-04
1504,2.4362690716301874e-04,2.1887569019906798e-04
1505,2.4346062617216951e-04,2.1901445433379754e-04
1506,2.4329456172116447e-04,2.1915317233885785e-04
1507,2.4312871338747860e-04,2.1929184423901695e-04
1508,2.4296308074970590e-04,2.1943047005906042e-04
1509,2.4279766338751831e-04,2.1956904982381697e-04
1510,2.4263246088170081e-04,2.1970758355796511e-04
1511,2.4246747281411518e-04,2.1984607128621011e-04
1512,2.4230269876765576e-04,2.1998451303317288e-04
1513,2.4213813832646251e-04,2.2012290882350382e-04
1514,2.4197379107553175e-04,2.2026125868194779e-04
1515,2.4180965660113105e-04,2.2039956263277932e-04
1516,2.4164573449047362e-04,2.2053782070088895e-04
1517,2.4148202433193626e-04,2.2067603291062751e-04
1518,2.4131852571483077e-04,2.2081419928635603e-04
1519,2.4115523822967858e-04,2.2095231985277893e-04
1520,2.4099216146793856e-04,2.2109039463420624e-04
1521,2.4082929502221068e-04,2.2122842365511077e-04
1522,2.4066663848611804e-04,2.2136640693974600e-04
1523,2.4050419145428984e-04,2.2150434451255588e-04
1524,2.4034195352246604e-04,2.2164223639775931e-04
1525,2.4017992428735548e-04,2.2178008261983847e-04
1526,2.4001810334675972e-04,2.2191788320276811e-04
1527,2.3985649029951059e-04,2.2205563817106284e-04
1528,2.3969508474541590e-04,2.2219334754874578e-04
1529,2.3953388628542051e-04,2.2233101136000575e-04
1530,2.3937289452136411e-04,2.2246862962912772e-04
1531,2.3921210905618860e-04,2.2260620238000764e-04
1532,2.3905152949384829e-04,2.2274372963686516e-04
1533,2.3889115543923595e-04,2.2288121142375553e-04
1534,2.3873098649836082e-04,2.2301864776470126e-04
1535,2.3857102227818988e-04,2.2315603868365436e-04
1536,2.3841126238668321e-04,2.2329338420469568e-04
1537,2.3825170643283614e-04,2.2343068435164094e-04
1538,2.3809235402656183e-04,2.2356793914858608e-04
1539,2.3793320477888183e-04,2.2370514861922976e-04
1540,2.3777425830171436e-04,2.2384231278755308e-04
1541,2.3761551420803978e-04,2.2397943167736607e-04
1542,2.3745697211175433e-04,2.2411650531242966e-04
1543,2.3729863162780216e-04,2.2425353371663496e-04
1544,2.3714049237201105e-04,2.2439051691360373e-04
1545,2.3698255396129429e-04,2.2452745492709103e-04
1546,2.3682481601346557e-04,2.2466434778083572e-04
1547,2.3666727814734067e-04,2.2480119549848503e-04
1548,2.3650993998265522e-04,2.2493799810369868e-04
1549,2.3635280114020209e-04,2.2507475562006513e-04
1550,2.3619586124160922e-04,2.2521146807119976e-04
1551,2.3603911990956365e-04,2.2534813548063197e-04
1552,2.3588257676763054e-04,2.2548475787190293e-04
1553,2.3572623144037713e-04,2.2562133526853159e-04
1554,2.3557008355334967e-04,2.2575786769400753e-04
1555,2.3541413273287616e-04,2.2589435517174247e-04
1556,2.3525837860645081e-04,2.2603079772518233e-04
1557,2.3510282080236390e-04,2.2616719537770123e-04
1558,2.3494745894982066e-04,2.2630354815268141e-04
1559,2.3479229267907935e-04,2.2643985607352266e-04
1560,2.3463732162120579e-04,2.2657611916346561e-04
1561,2.3448254540828068e-04,2.2671233744578316e-04
1562,2.3432796367324645e-04,2.2684851094383117e-04
1563,2.3417357605000138e-04,2.2698463968076849e-04
1564,2.3401938217334294e-04,2.2712072367977071e-04
1565,2.3386538167898097e-04,2.2725676296419820e-04
1566,2.3371157420359998e-04,2.2739275755700311e-04
1567,2.3355795938466528e-04,2.2752870748139569e-04
1568,2.3340453686062843e-04,2.2766461276049632e-04
1569,2.3325130627091433e-04,2.2780047341738728e-04
1570,2.3309826725571758e-04,2.2793628947505483e-04
1571,2.3294541945615050e-04,2.2807206095662645e-04
1572,2.3279276251431395e-04,2.2820778788497359e-04
1573,2.3264029607310009e-04,2.2834347028322143e-04
1574,2.3248801977635811e-04,2.2847910817417846e-04
1575,2.3233593326875174e-04,2.2861470158081377e-04
1576,2.3218403619592294e-04,2.2875025052609835e-04
1577,2.3203232820428880e-04,2.2888575503275080e-04
1578,2.3188080894121291e-04,2.2902121512364434e-04
1579,2.3172947805489961e-04,2.2915663082179167e-04
1580,2.3157833519452120e-04,2.2929200214971056e-04
1581,2.3142738000993062e-04,2.2942732913035810e-04
1582,2.3127661215203437e-04,2.2956261178633789e-04
1583,2.3112603127246976e-04,2.2969785014044074e-04
1584,2.3097563702383054e-04,2.2983304421538662e-04
1585,2.3082542905951761e-04,2.2996819403378895e-04
1586,2.3067540703377827e-04,2.3010329961821487e-04
1587,2.3052557060177875e-04,2.3023836099140874e-04
1588,2.3037591941943065e-04,2.3037337817587492e-04
1589,2.3022645314359105e-04,2.3050835119426527e-04
1590,2.3007717143190470e-04,2.3064328006896427e-04
1591,2.2992807394290059e-04,2.3077816482254131e-04
1592,2.2977916033588861e-04,2.3091300547762933e-04
1593,2.2963043027108697e-04,2.3104780205647523e-04
1594,2.2948188340946748e-04,2.3118255458156678e-04
1595,2.2933351941296543e-04,2.3131726307546704e-04
1596,2.2918533794412708e-04,2.3145192756035484e-04
1597,2.2903733866656750e-04,2.3158654805874822e-04
1598,2.2888952124456099e-04,2.3172112459284017e-04
1599,2.2874188534328658e-04,2.3185565718506388e-04
1600,2.2859443062869732e-04,2.3199014585760465e-04
1601,2.2844715676756714e-04,2.3212459063287516e-04
1602,2.2830006342750253e-04,2.3225899153287626e-04
1603,2.2815315027693652e-04,2.3239334857999821e-04
1604,2.2800641698509296e-04,2.3252766179642967e-04
1605,2.2785986322192183e-04,2.3266193120423861e-04
1606,2.2771348865834235e-04,2.3279615682565759e-04
1607,2.2756729296592794e-04,2.3293033868262652e-04
1608,2.2742127581714595e-04,2.3306447679757907e-04
1609,2.2727543688519291e-04,2.3319857119214732e-04
1610,2.2712977584412233e-04,2.3333262188869256e-04
1611,2.2698429236869222e-04,2.3346662890916849e-04
1612,2.2683898613456486e-04,2.3360059227538644e-04
1613,2.2669385681811009e-04,2.3373451200959275e-04
1614,2.2654890409644525e-04,2.3386838813350069e-04
1615,2.2640412764761224e-04,2.3400222066912113e-04
1616,2.2625952715026344e-04,2.3413600963840392e-04
1617,2.2611510228397132e-04,2.3426975506312021e-04
1618,2.2597085272898032e-04,2.3440345696514926e-04
1619,2.2582677816633789e-04,2.3453711536631296e-04
1620,2.2568287827794110e-04,2.3467073028850640e-04
1621,2.2553915274627331e-04,2.3480430175339866e-04
1622,2.2539560125480734e-04,2.3493782978271918e-04
1623,2.2525222348756694e-04,2.3507131439822262e-04
1624,2.2510901912949877e-04,2.3520475562168564e-04
1625,2.2496598786621498e-04,2.3533815347474585e-04
1626,2.2482312938411822e-04,2.3547150797909722e-04
1627,2.2468044337034038e-04,2.3560481915634100e-04
1628,2.2453792951283323e-04,2.3573808702803645e-04
1629,2.2439558750021491e-04,2.3587131161576969e-04
1630,2.2425341702185351e-04,2.3600449294124213e-04
1631,2.2411141776791719e-04,2.3613763102581955e-04
1632,2.2396958942929264e-04,2.3627072589116671e-04
1633,2.2382793169762954e-04,2.3640377755873397e-04
1634,2.2368644426518552e-04,2.3653678604992976e-04
1635,2.2354512682518530e-04,2.3666975138630323e-04
1636,2.2340397907137045e-04,2.3680267358919981e-04
1637,2.2326300069831152e-04,2.3693555268006661e-04
1638,2.2312219140133513e-04,2.3706838868025866e-04
1639,2.2298155087643686e-04,2.3720118161111976e-04
1640,2.2284107882034293e-04,2.3733393149401316e-04
1641,2.2270077493049905e-04,2.3746663835026954e-04
1642,2.2256063890512782e-04,2.3759930220108034e-04
1643,2.2242067044311541e-04,2.3773192306788854e-04
1644,2.2228086924405940e-04,2.3786450097166417e-04
1645,2.2214123500826168e-04,2.3799703593393524e-04
1646,2.2200176743684025e-04,2.3812952797567220e-04
1647,2.2186246623148460e-04,2.3826197711818446e-04
1648,2.2172333109464173e-04,2.3839438338261470e-04
1649,2.2158436172950836e-04,2.3852674678993840e-04
1650,2.2144555783990406e-04,2.3865906736139761e-04
1651,2.2130691913044962e-04,2.3879134511814367e-04
1652,2.2116844530632249e-04,2.3892358008097684e-04
1653,2.2103013607355468e-04,2.3905577227127374e-04
1654,2.2089199113875700e-04,2.3918792170983430e-04
1655,2.2075401020930441e-04,2.3932002841765566e-04
1656,2.2061619299319470e-04,2.3945209241580659e-04
1657,2.2047853919914730e-04,2.3958411372521673e-04
1658,2.2034104853661509e-04,2.3971609236675184e-04
1659,2.2020372071564613e-04,2.3984802836140423e-04
1660,2.2006655544705122e-04,2.3997992172996877e-04
1661,2.1992955244223288e-04,2.4011177249339517e-04
1662,2.1979271141337275e-04,2.4024358067250873e-04
1663,2.1965603207326062e-04,2.4037534628802549e-04
1664,2.1951951413535687e-04,2.4050706936088644e-04
1665,2.1938315731382383e-04,2.4063874991174885e-04
1666,2.1924696132348629e-04,2.4077038796147977e-04
1667,2.1911092587988237e-04,2.4090198353072579e-04
1668,2.1897505069907468e-04,2.4103353664023841e-04
1669,2.1883933549793458e-04,2.4116504731060541e-04
1670,2.1870377999392158e-04,2.4129651556267513e-04
1671,2.1856838390527664e-04,2.4142794141708218e-04
1672,2.1843314695061964e-04,2.4155932489421916e-04
1673,2.1829806884955257e-04,2.4169066601492645e-04
1674,2.1816314932211089e-04,2.4182196479968326e-04
1675,2.1802838808911040e-04,2.4195322126907185e-04
1676,2.1789378487188830e-04,2.4208443544359277e-04
1677,2.1775933939257588e-04,2.4221560734380150e-04
1678,2.1762505137383131e-04,2.4234673699017077e-04
1679,2.1749092053901370e-04,2.4247782440324392e-04
1680,2.1735694661215190e-04,2.4260886960335911e-04
1681,2.1722312931782465e-04,2.4273987261101752e-04
1682,2.1708946838134354e-04,2.4287083344676390e-04
1683,2.1695596352862040e-04,2.4300175213081489e-04
1684,2.1682261448612648e-04,2.4313262868347015e-04
1685,2.1668942098114274e-04,2.4326346312528846e-04
1686,2.1655638274140836e-04,2.4339425547640687e-04
1687,2.1642349949539007e-04,2.4352500575727364e-04
1688,2.1629077097213168e-04,2.4365571398808061e-04
1689,2.1615819690135030e-04,2.4378638018919064e-04
1690,2.1602577701333638e-04,2.4391700438075782e-04
1691,2.1589351103900158e-04,2.4404758658309362e-04
1692,2.1576139871000167e-04,2.4417812681633543e-04
1693,2.1562943975838794e-04,2.4430862510066686e-04
1694,2.1549763391703018e-04,2.4443908145622446e-04
1695,2.1536598091930959e-04,2.4456949590324857e-04
1696,2.1523448049924978e-04,2.4469986846176352e-04
1697,2.1510313239149145e-04,2.4483019915197960e-04
1698,2.1497193633122409e-04,2.4496048799377659e-04
1699,2.1484089205437364e-04,2.4509073500744868e-04
1700,2.1470999929734121e-04,2.4522094021287521e-04
1701,2.1457925779718383e-04,2.4535110363017176e-04
1702,2.1444866729160262e-04,2.4548122527923280e-04
1703,2.1431822751878364e-04,2.4561130518011763e-04
1704,2.1418793821766763e-04,2.4574134335279694e-04
1705,2.1405779912764451e-04,2.4587133981709031e-04
1706,2.1392780998882066e-04,2.4600129459308292e-04
1707,2.1379797054180214e-04,2.4613120770064912e-04
1708,2.1366828052782761e-04,2.4626107915944626e-04
1709,2.1353873968873888e-04,2.4639090898961045e-04
1710,2.1340934776695536e-04,2.4652069721081818e-04
1711,2.1328010450545021e-04,2.4665044384291457e-04
1712,2.1315100964785122e-04,2.4678014890577822e-04
1713,2.1302206293830482e-04,2.4690981241909328e-04
1714,2.1289326412156953e-04,2.4703943440254389e-04
1715,2.1276461294295705e-04,2.4716901487603334e-04
1716,2.1263610914842238e-04,2.4729855385935895e-04
1717,2.1250775248440380e-04,2.4742805137191579e-04
1718,2.1237954269797774e-04,2.4755750743357110e-04
1719,2.1225147953681133e-04,2.4768692206401629e-04
1720,2.1212356274908324e-04,2.4781629528274247e-04
1721,2.1199579208356218e-04,2.4794562710959701e-04
1722,2.1186816728963398e-04,2.4807491756393362e-04
1723,2.1174068811716159e-04,2.4820416666546314e-04
1724,2.1161335431667909e-04,2.4833337443377169e-04
1725,2.1148616563913179e-04,2.4846254088838749e-04
1726,2.1135912183625408e-04,2.4859166604870381e-04
1727,2.1123222266009869e-04,2.4872074993443694e-04
1728,2.1110546786345108e-04,2.4884979256493132e-04
1729,2.1097885719956289e-04,2.4897879395973976e-04
1730,2.1085239042227877e-04,2.4910775413805115e-04
1731,2.1072606728598427e-04,2.4923667311964337e-04
1732,2.1059988754559860e-04,2.4936555092378243e-04
1733,2.1047385095668877e-04,2.4949438756981528e-04
1734,2.1034795727521106e-04,2.4962318307716847e-04
1735,2.1022220625777229e-04,2.4975193746517004e-04
1736,2.1009659766153501e-04,2.4988065075308538e-04
1737,2.0997113124418857e-04,2.5000932296033202e-04
1738,2.0984580676389631e-04,2.5013795410621932e-04
1739,2.0972062397947962e-04,2.5026654420984805e-04
1740,2.0959558265021131e-04,2.5039509329069683e-04
1741,2.0947068253594276e-04,2.5052360136784544e-04
1742,2.0934592339705497e-04,2.5065206846061676e-04
1743,2.0922130499443725e-04,2.5078049458808894e-04
1744,2.0909682708956652e-04,2.5090887976954778e-04
1745,2.0897248944444789e-04,2.5103722402411302e-04
1746,2.0884829182151067e-04,2.5116552737091839e-04
1747,2.0872423398385695e-04,2.5129378982911821e-04
1748,2.0860031569505942e-04,2.5142201141778789e-04
1749,2.0847653671917694e-04,2.5155019215606825e-04
1750,2.0835289682084729e-04,2.5167833206296824e-04
1751,2.0822939576520272e-04,2.5180643115750286e-04
1752,2.0810603331792449e-04,2.5193448945883635e-04
1753,2.0798280924518760e-04,2.5206250698591679e-04
1754,2.0785972331368642e-04,2.5219048375766696e-04
1755,2.0773677529065536e-04,2.5231841979310953e-04
