step,residual,mass
1615,2.4874674250979041e-04,2.3220860217178102e-04
1616,2.4858356867376094e-04,2.3234254157284128e-04
1617,2.4842059310825729e-04,2.3247643794888214e-04
1618,2.4825781546206316e-04,2.3261029132138646e-04
1619,2.4809523538478663e-04,2.3274410171177863e-04
1620,2.4793285252683490e-04,2.3287786914148070e-04
1621,2.4777066653942339e-04,2.3301159363188931e-04
1622,2.4760867707458061e-04,2.3314527520431130e-04
1623,2.4744688378519635e-04,2.3327891388020582e-04
1624,2.4728528632488543e-04,2.3341250968074326e-04
1625,2.4712388434816417e-04,2.3354606262732482e-04
1626,2.4696267751024250e-04,2.3367957274123436e-04
1627,2.4680166546724587e-04,2.3381304004357163e-04
1628,2.4664084787599593e-04,2.3394646455576036e-04
1629,2.4648022439420362e-04,2.3407984629884534e-04
1630,2.4631979468026143e-04,2.3421318529412517e-04
1631,2.4615955839350079e-04,2.3434648156271472e-04
1632,2.4599951519390257e-04,2.3447973512572898e-04
1633,2.4583966474230669e-04,2.3461294600422974e-04
1634,2.4568000670034006e-04,2.3474611421939260e-04
1635,2.4552054073035339e-04,2.3487923979223163e-04
1636,2.4536126649558150e-04,2.3501232274381517e-04
1637,2.4520218365992708e-04,2.3514536309517724e-04
1638,2.4504329188813028e-04,2.3527836086724782e-04
1639,2.4488459084569562e-04,2.3541131608106018e-04
1640,2.4472608019889078e-04,2.3554422875752171e-04
1641,2.4456775961472676e-04,2.3567709891763418e-04
1642,2.4440962876106249e-04,2.3580992658225701e-04
1643,2.4425168730641519e-04,2.3594271177221736e-04
1644,2.4409393492012281e-04,2.3607545450843144e-04
1645,2.4393637127229765e-04,2.3620815481181277e-04
1646,2.4377899603378623e-04,2.3634081270303638e-04
1647,2.4362180887614615e-04,2.3647342820295618e-04
1648,2.4346480947176391e-04,2.3660600133237431e-04
1649,2.4330799749375039e-04,2.3673853211200741e-04
1650,2.4315137261593967e-04,2.3687102056257062e-04
1651,2.4299493451295791e-04,2.3700346670480621e-04
1652,2.4283868286009179e-04,2.3713587055938584e-04
1653,2.4268261733349935e-04,2.3726823214693582e-04
1654,2.4252673760992696e-04,2.3740055148812367e-04
1655,2.4237104336699550e-04,2.3753282860353340e-04
1656,2.4221553428299903e-04,2.3766506351384324e-04
1657,2.4206021003691562e-04,2.3779725623957078e-04
1658,2.4190507030855064e-04,2.3792940680123203e-04
1659,2.4175011477840455e-04,2.3806151521942929e-04
1660,2.4159534312762651e-04,2.3819358151456360e-04
1661,2.4144075503824213e-04,2.3832560570724126e-04
1662,2.4128635019285289e-04,2.3845758781786889e-04
1663,2.4113212827486008e-04,2.3858952786687531e-04
1664,2.4097808896840459e-04,2.3872142587468150e-04
1665,2.4082423195821189e-04,2.3885328186170731e-04
1666,2.4067055692990726e-04,2.3898509584832303e-04
1667,2.4051706356969407e-04,2.3911686785490563e-04
1668,2.4036375156451570e-04,2.3924859790176251e-04
1669,2.4021062060204976e-04,2.3938028600920788e-04
1670,2.4005767037068649e-04,2.3951193219755047e-04
1671,2.3990490055946141e-04,2.3964353648704177e-04
1672,2.3975231085815400e-04,2.3977509889792900e-04
1673,2.3959990095724794e-04,2.3990661945043866e-04
1674,2.3944767054791141e-04,2.4003809816477796e-04
1675,2.3929561932200814e-04,2.4016953506114601e-04
1676,2.3914374697210191e-04,2.4030093015970088e-04
1677,2.3899205319143752e-04,2.4043228348060282e-04
1678,2.3884053767397022e-04,2.4056359504395899e-04
1679,2.3868920011432956e-04,2.4069486486983640e-04
1680,2.3853804020780133e-04,2.4082609297833844e-04
1681,2.3838705765042033e-04,2.4095727938955856e-04
1682,2.3823625213885668e-04,2.4108842412352662e-04
1683,2.3808562337046714e-04,2.4121952720017889e-04
1684,2.3793517104327971e-04,2.4135058863960325e-04
1685,2.3778489485602592e-04,2.4148160846177238e-04
1686,2.3763479450809760e-04,2.4161258668655783e-04
1687,2.3748486969952658e-04,2.4174352333398676e-04
1688,2.3733512013107721e-04,2.4187441842393588e-04
1689,2.3718554550413240e-04,2.4200527197626245e-04
1690,2.3703614552075488e-04,2.4213608401086996e-04
1691,2.3688691988369434e-04,2.4226685454766948e-04
1692,2.3673786829632717e-04,2.4239758360638001e-04
1693,2.3658899046269567e-04,2.4252827120688333e-04
1694,2.3644028608753526e-04,2.4265891736893511e-04
1695,2.3629175487620724e-04,2.4278952211236320e-04
1696,2.3614339653471426e-04,2.4292008545686493e-04
1697,2.3599521076977077e-04,2.4305060742216901e-04
1698,2.3584719728867218e-04,2.4318108802796933e-04
1699,2.3569935579940878e-04,2.4331152729404373e-04
1700,2.3555168601061739e-04,2.4344192523992149e-04
1701,2.3540418763154025e-04,2.4357228188544663e-04
1702,2.3525686037212718e-04,2.4370259725002149e-04
1703,2.3510970394290904e-04,2.4383287135338407e-04
1704,2.3496271805510145e-04,2.4396310421513395e-04
1705,2.3481590242050752e-04,2.4409329585475277e-04
1706,2.3466925675164914e-04,2.4422344629186231e-04
1707,2.3452278076159047e-04,2.4435355554598156e-04
1708,2.3437647416410016e-04,2.4448362363659070e-04
1709,2.3423033667353525e-04,2.4461365058319222e-04
1710,2.3408436800490142e-04,2.4474363640524557e-04
1711,2.3393856787381063e-04,2.4487358112223686e-04
1712,2.3379293599655470e-04,2.4500348475353379e-04
1713,2.3364747208998746e-04,2.4513334731862072e-04
1714,2.3350217587160234e-04,2.4526316883683591e-04
1715,2.3335704705955540e-04,2.4539294932754776e-04
1716,2.3321208537254354e-04,2.4552268881009704e-04
1717,2.3306729052997478e-04,2.4565238730382330e-04
1718,2.3292266225175915e-04,2.4578204482811615e-04
1719,2.3277820025855038e-04,2.4591166140214548e-04
1720,2.3263390427150709e-04,2.4604123704522195e-04
1721,2.3248977401246019e-04,2.4617077177666426e-04
1722,2.3234580920381486e-04,2.4630026561560337e-04
1723,2.3220200956858568e-04,2.4642971858133300e-04
1724,2.3205837483043735e-04,2.4655913069303672e-04
1725,2.3191490471358205e-04,2.4668850196984547e-04
1726,2.3177159894284614e-04,2.4681783243093715e-04
1727,2.3162845724369278e-04,2.4694712209549904e-04
1728,2.3148547934213431e-04,2.4707637098256242e-04
1729,2.3134266496481999e-04,2.4720557911130282e-04
1730,2.3120001383895790e-04,2.4733474650068759e-04
1731,2.3105752569236673e-04,2.4746387316995183e-04
1732,2.3091520025348973e-04,2.4759295913798581e-04
1733,2.3077303725128678e-04,2.4772200442387384e-04
1734,2.3063103641536573e-04,2.4785100904661811e-04
1735,2.3048919747592437e-04,2.4797997302519444e-04
1736,2.3034752016369946e-04,2.4810889637855317e-04
1737,2.3020600421005900e-04,2.4823777912572406e-04
1738,2.3006464934689387e-04,2.4836662128547324e-04
1739,2.2992345530676019e-04,2.4849542287684454e-04
1740,2.2978242182271195e-04,2.4862418391870201e-04
1741,2.2964154862842155e-04,2.4875290442992492e-04
1742,2.2950083545814724e-04,2.4888158442932617e-04
1743,2.2936028204668455e-04,2.4901022393575636e-04
1744,2.2921988812940914e-04,2.4913882296805946e-04
1745,2.2907965344231096e-04,2.4926738154496518e-04
1746,2.2893957772190121e-04,2.4939589968529943e-04
1747,2.2879966070526948e-04,2.4952437740784574e-04
1748,2.2865990213010484e-04,2.4965281473132727e-04
1749,2.2852030173457522e-04,2.4978121167443658e-04
1750,2.2838085925753923e-04,2.4990956825590911e-04
1751,2.2824157443828994e-04,2.5003788449442312e-04
1752,2.2810244701676837e-04,2.5016616040864808e-04
1753,2.2796347673344490e-04,2.5029439601719281e-04
1754,2.2782466332932195e-04,2.5042259133882115e-04
1755,2.2768600654599896e-04,2.5055074639198190e-04
1756,2.2754750612561961e-04,2.5067886119534632e-04
1757,2.2740916181084156e-04,2.5080693576749768e-04
1758,2.2727097334493120e-04,2.5093497012700615e-04
1759,2.2713294047165732e-04,2.5106296429239905e-04
1760,2.2699506293537665e-04,2.5119091828212751e-04
1761,2.2685734048093594e-04,2.5131883211480718e-04
1762,2.2671977285379090e-04,2.5144670580887381e-04
1763,2.2658235979990812e-04,2.5157453938277885e-04
1764,2.2644510106578780e-04,2.5170233285504178e-04
1765,2.2630799639847745e-04,2.5183008624399830e-04
1766,2.2617104554560226e-04,2.5195779956813482e-04
1767,2.2603424825525062e-04,2.5208547284581544e-04
1768,2.2589760427611273e-04,2.5221310609542177e-04
1769,2.2576111335735437e-04,2.5234069933532271e-04
1770,2.2562477524874899e-04,2.5246825258389298e-04
1771,2.2548858970055754e-04,2.5259576585941347e-04
1772,2.2535255646351468e-04,2.5272323918019274e-04
1773,2.2521667528902848e-04,2.5285067256456740e-04
1774,2.2508094592889165e-04,2.5297806603074273e-04
1775,2.2494536813548932e-04,2.5310541959703496e-04
1776,2.2480994166173104e-04,2.5323273328165387e-04
1777,2.2467466626103247e-04,2.5336000710282169e-04
1778,2.2453954168736025e-04,2.5348724107872794e-04
1779,2.2440456769513381e-04,2.5361443522755808e-04
1780,2.2426974403939480e-04,2.5374158956754787e-04
1781,2.2413507047561222e-04,2.5386870411676693e-04
1782,2.2400054675979344e-04,2.5399577889339111e-04
1783,2.2386617264849020e-04,2.5412281391550353e-04
1784,2.2373194789874782e-04,2.5424980920117206e-04
1785,2.2359787226810480e-04,2.5437676476865233e-04
1786,2.2346394551464626e-04,2.5450368063578867e-04
1787,2.2333016739696165e-04,2.5463055682075671e-04
1788,2.2319653767410386e-04,2.5475739334152232e-04
1789,2.2306305610568980e-04,2.5488419021616496e-04
1790,2.2292972245179372e-04,2.5501094746263608e-04
1791,2.2279653647302671e-04,2.5513766509890998e-04
1792,2.2266349793051527e-04,2.5526434314296082e-04
1793,2.2253060658581139e-04,2.5539098161277433e-04
1794,2.2239786220107580e-04,2.5551758052616092e-04
1795,2.2226526453886399e-04,2.5564413990115844e-04
1796,2.2213281336229168e-04,2.5577065975560204e-04
1797,2.2200050843495787e-04,2.5589714010733626e-04
1798,2.2186834952094315e-04,2.5602358097427490e-04
1799,2.2173633638483702e-04,2.5614998237423486e-04
1800,2.2160446879169931e-04,2.5627634432506450e-04
1801,2.2147274650710855e-04,2.5640266684459926e-04
1802,2.2134116929710767e-04,2.5652894995058099e-04
1803,2.2120973692824281e-04,2.5665519366076381e-04
1804,2.2107844916752890e-04,2.5678139799291774e-04
1805,2.2094730578250284e-04,2.5690756296481882e-04
1806,2.2081630654114572e-04,2.5703368859421815e-04
1807,2.2068545121193780e-04,2.5715977489876817e-04
1808,2.2055473956382888e-04,2.5728582189619303e-04
1809,2.2042417136627576e-04,2.5741182960415196e-04
1810,2.2029374638918547e-04,2.5753779804030589e-04
1811,2.2016346440297622e-04,2.5766372722228981e-04
1812,2.2003332517849479e-04,2.5778961716773231e-04
1813,2.1990332848709774e-04,2.5791546789428175e-04
1814,2.1977347410060143e-04,2.5804127941949127e-04
1815,2.1964376179134292e-04,2.5816705176096450e-04
1816,2.1951419133201208e-04,2.5829278493625822e-04
1817,2.1938476249592348e-04,2.5841847896285360e-04
1818,2.1925547505672197e-04,2.5854413385838557e-04
1819,2.1912632878861514e-04,2.5866974964031358e-04
1820,2.1899732346622276e-04,2.5879532632609129e-04
1821,2.1886845886465880e-04,2.5892086393325658e-04
1822,2.1873973475948125e-04,2.5904636247929308e-04
1823,2.1861115092673973e-04,2.5917182198157080e-04
1824,2.1848270714288861e-04,2.5929724245756815e-04
1825,2.1835440318492536e-04,2.5942262392473819e-04
1826,2.1822623883024263e-04,2.5954796640035747e-04
1827,2.1809821385668164e-04,2.5967326990196436e-04
1828,2.1797032804262724e-04,2.5979853444681644e-04
1829,2.1784258116680505e-04,2.5992376005233553e-04
1830,2.1771497300849711e-04,2.6004894673575102e-04
1831,2.1758750334732491e-04,2.6017409451450533e-04
1832,2.1746017196349720e-04,2.6029920340584053e-04
1833,2.1733297863757618e-04,2.6042427342702862e-04
1834,2.1720592315060269e-04,2.6054930459539936e-04
1835,2.1707900528407400e-04,2.6067429692811785e-04
1836,2.1695222481992282e-04,2.6079925044257481e-04
1837,2.1682558154051160e-04,2.6092416515583079e-04
1838,2.1669907522869661e-04,2.6104904108521803e-04
1839,2.1657270566774009e-04,2.6117387824787104e-04
1840,2.1644647264135227e-04,2.6129867666090816e-04
1841,2.1632037593367871e-04,2.6142343634158899e-04
1842,2.1619441532933544e-04,2.6154815730706593e-04
1843,2.1606859061334526e-04,2.6167283957438957e-04
1844,2.1594290157118143e-04,2.6179748316073530e-04
1845,2.1581734798874588e-04,2.6192208808316472e-04
1846,2.1569192965239094e-04,2.6204665435875039e-04
1847,2.1556664634889307e-04,2.6217118200464579e-04
1848,2.1544149786547454e-04,2.6229567103786954e-04
1849,2.1531648398977722e-04,2.6242012147539314e-04
1850,2.1519160450987241e-04,2.6254453333428827e-04
1851,2.1506685921426075e-04,2.6266890663157702e-04
1852,2.1494224789189744e-04,2.6279324138422255e-04
1853,2.1481777033212162e-04,2.6291753760921511e-04
1854,2.1469342632474746e-04,2.6304179532349163e-04
1855,2.1456921565998294e-04,2.6316601454401368e-04
1856,2.1444513812846232e-04,2.6329019528773385e-04
1857,2.1432119352124936e-04,2.6341433757155953e-04
1858,2.1419738162985398e-04,2.6353844141236929e-04
1859,2.1407370224616032e-04,2.6366250682705061e-04
1860,2.1395015516249312e-04,2.6378653383250599e-04
1861,2.1382674017162229e-04,2.6391052244552121e-04
1862,2.1370345706669855e-04,2.6403447268305959e-04
1863,2.1358030564130301e-04,2.6415838456178640e-04
1864,2.1345728568944526e-04,2.6428225809858093e-04
1865,2.1333439700553806e-04,2.6440609331034644e-04
1866,2.1321163938440123e-04,2.6452989021370278e-04
1867,2.1308901262127823e-04,2.6465364882549637e-04
1868,2.1296651651182626e-04,2.6477736916240892e-04
1869,2.1284415085209715e-04,2.6490105124125311e-04
1870,2.1272191543858480e-04,2.6502469507872953e-04
1871,2.1259981006814654e-04,2.6514830069155281e-04
1872,2.1247783453807472e-04,2.6527186809636826e-04
1873,2.1235598864609016e-04,2.6539539730984163e-04
1874,2.1223427219026119e-04,2.6551888834871128e-04
1875,2.1211268496910889e-04,2.6564234122954979e-04
1876,2.1199122678156607e-04,2.6576575596907125e-04
1877,2.1186989742687289e-04,2.6588913258375626e-04
1878,2.1174869670481482e-04,2.6601247109030694e-04
1879,2.1162762441548073e-04,2.6613577150534249e-04
1880,2.1150668035936000e-04,2.6625903384536485e-04
1881,2.1138586433741129e-04,2.6638225812694572e-04
1882,2.1126517615088682e-04,2.6650544436664569e-04
1883,2.1114461560153971e-04,2.6662859258096285e-04
1884,2.1102418249143698e-04,2.6675170278638933e-04
1885,2.1090387662309665e-04,2.6687477499956025e-04
1886,2.1078369779938574e-04,2.6699780923684062e-04
1887,2.1066364582359083e-04,2.6712080551470748e-04
1888,2.1054372049939354e-04,2.6724376384961498e-04
1889,2.1042392163084979e-04,2.6736668425808520e-04
1890,2.1030424902239610e-04,2.6748956675645854e-04
1891,2.1018470247889537e-04,2.6761241136116564e-04
1892,2.1006528180554884e-04,2.6773521808863700e-04
1893,2.0994598680800473e-04,2.6785798695523009e-04
1894,2.0982681729224067e-04,2.6798071797730735e-04
1895,2.0970777306461198e-04,2.6810341117129434e-04
1896,2.0958885393193593e-04,2.6822606655342482e-04
1897,2.0947005970134899e-04,2.6834868414010477e-04
1898,2.0935139018035868e-04,2.6847126394760124e-04
1899,2.0923284517688584e-04,2.6859380599226178e-04
1900,2.0911442449925643e-04,2.6871631029034979e-04
1901,2.0899612795609161e-04,2.6883877685809280e-04
1902,2.0887795535645039e-04,2.6896120571184238e-04
1903,2.0875990650979712e-04,2.6908359686775350e-04
1904,2.0864198122589288e-04,2.6920595034207327e-04
1905,2.0852417931491618e-04,2.6932826615103203e-04
1906,2.0840650058743298e-04,2.6945054431086528e-04
1907,2.0828894485436312e-04,2.6957278483767883e-04
1908,2.0817151192697829e-04,2.6969498774771029e-04
1909,2.0805420161698303e-04,2.6981715305710464e-04
1910,2.0793701373639215e-04,2.6993928078200503e-04
1911,2.0781994809762375e-04,2.7006137093851904e-04
1912,2.0770300451343959e-04,2.7018342354277427e-04
1913,2.0758618279697951e-04,2.7030543861094052e-04
1914,2.0746948276178197e-04,2.7042741615896065e-04
1915,2.0735290422170161e-04,2.7054935620303585e-04
1916,2.0723644699096225e-04,2.7067125875919500e-04
1917,2.0712011088419853e-04,2.7079312384350020e-04
1918,2.0700389571636443e-04,2.7091495147195003e-04
1919,2.0688780130276592e-04,2.7103674166058245e-04
1920,2.0677182745915132e-04,2.7115849442539572e-04
1921,2.0665597400151606e-04,2.7128020978240709e-04
1922,2.0654024074630227e-04,2.7140188774756974e-04
1923,2.0642462751026315e-04,2.7152352833686489e-04
1924,2.0630913411052022e-04,2.7164513156626346e-04
1925,2.0619376036459534e-04,2.7176669745169796e-04
1926,2.0607850609027863e-04,2.7188822600903708e-04
1927,2.0596337110577890e-04,2.7200971725424946e-04
1928,2.0584835522967292e-04,2.7213117120317837e-04
1929,2.0573345828083791e-04,2.7225258787183163e-04
1930,2.0561868007853125e-04,2.7237396727596724e-04
1931,2.0550402044235047e-04,2.7249530943143944e-04
1932,2.0538947919229302e-04,2.7261661435414042e-04
1933,2.0527505614860529e-04,2.7273788205994126e-04
1934,2.0516075113199920e-04,2.7285911256450592e-04
1935,2.0504656396344470e-04,2.7298030588382248e-04
1936,2.0493249446429311e-04,2.7310146203358065e-04
1937,2.0481854245626009e-04,2.7322258102956067e-04
1938,2.0470470776138338e-04,2.7334366288756982e-04
1939,2.0459099020205665e-04,2.7346470762329910e-04
1940,2.0447738960099817e-04,2.7358571525258282e-04
1941,2.0436390578127745e-04,2.7370668579104317e-04
1942,2.0425053856634357e-04,2.7382761925442961e-04
1943,2.0413728777993239e-04,2.7394851565843028e-04
1944,2.0402415324614740e-04,2.7406937501880203e-04
1945,2.0391113478942640e-04,2.7419019735113880e-04
1946,2.0379823223454929e-04,2.7431098267106143e-04
1947,2.0368544540662787e-04,2.7443173099433782e-04
1948,2.0357277413113637e-04,2.7455244233652956e-04
1949,2.0346021823383653e-04,2.7467311671322900e-04
1950,2.0334777754087345e-04,2.7479375414012335e-04
1951,2.0323545187870182e-04,2.7491435463272744e-04
1952,2.0312324107411110e-04,2.7503491820665503e-04
1953,2.0301114495424203e-04,2.7515544487749846e-04
1954,2.0289916334654431e-04,2.7527593466077256e-04
1955,2.0278729607881764e-04,2.7539638757204360e-04
1956,2.0267554297916687e-04,2.7551680362683506e-04
1957,2.0256390387606891e-04,2.7563718284067860e-04
1958,2.0245237859828219e-04,2.7575752522902239e-04
1959,2.0234096697494471e-04,2.7587783080743164e-04
1960,2.0222966883547735e-04,2.7599809959132885e-04
1961,2.0211848400962894e-04,2.7611833159615998e-04
1962,2.0200741232753456e-04,2.7623852683750623e-04
1963,2.0189645361956947e-04,2.7635868533065430e-04
1964,2.0178560771647416e-04,2.7647880709109202e-04
1965,2.0167487444934526e-04,2.7659889213423977e-04
1966,2.0156425364953488e-04,2.7671894047550137e-04
1967,2.0145374514879641e-04,2.7683895213024271e-04
1968,2.0134334877910544e-04,2.7695892711384468e-04
1969,2.0123306437284889e-04,2.7707886544167898e-04
1970,2.0112289176269594e-04,2.7719876712910371e-04
1971,2.0101283078161937e-04,2.7731863219145931e-04
1972,2.0090288126293511e-04,2.7743846064408730e-04
1973,2.0079304304027981e-04,2.7755825250222471e-04
1974,2.0068331594756805e-04,2.7767800778123394e-04
1975,2.0057369981910740e-04,2.7779772649642257e-04
1976,2.0046419448942551e-04,2.7791740866294726e-04
1977,2.0035479979342471e-04,2.7803705429624661e-04
1978,2.0024551556631920e-04,2.7815666341142811e-04
1979,2.0013634164360353e-04,2.7827623602376817e-04
1980,2.0002727786111533e-04,2.7839577214855659e-04
1981,1.9991832405499312e-04,2.7851527180091442e-04
1982,1.9980948006169746e-04,2.7863473499611675e-04
1983,1.9970074571796600e-04,2.7875416174931087e-04
1984,1.9959212086087272e-04,2.7887355207569463e-04
1985,1.9948360532781083e-04,2.7899290599035521e-04
1986,1.9937519895644372e-04,2.7911222350854504e-04
1987,1.9926690158478334e-04,2.7923150464536966e-04
1988,1.9915871305111775e-04,2.7935074941596899e-04
1989,1.9905063319405647e-04,2.7946995783540557e-04
1990,1.9894266185248462e-04,2.7958912991881888e-04
1991,1.9883479886564502e-04,2.7970826568128024e-04
1992,1.9872704407305675e-04,2.7982736513790186e-04
1993,1.9861939731449890e-04,2.7994642830371676e-04
1994,1.9851185843015122e-04,2.8006545519383816e-04
1995,1.9840442726040201e-04,2.8018444582318506e-04
1996,1.9829710364595426e-04,2.8030340020689950e-04
1997,1.9818988742787601e-04,2.8042231835999826e-04
1998,1.9808277844745559e-04,2.8054120029738413e-04
1999,1.9797577654633711e-04,2.8066004603414932e-04
2000,1.9786888156641852e-04,2.8077885558524997e-04
2001,1.9776209334992990e-04,2.8089762896563316e-04
2002,1.9765541173938510e-04,2.8101636619021978e-04
2003,1.9754883657757745e-04,2.8113506727406177e-04
2004,1.9744236770760472e-04,2.8125373223204580e-04
2005,1.9733600497290061e-04,2.8137236107903636e-04
2006,1.9722974821710098e-04,2.8149095383001537e-04
2007,1.9712359728424163e-04,2.8160951049982660e-04
2008,1.9701755201856889e-04,2.8172803110340796e-04
2009,1.9691161226466212e-04,2.8184651565558435e-04
2010,1.9680577786736781e-04,2.8196496417126578e-04
2011,1.9670004867182233e-04,2.8208337666522253e-04
2012,1.9659442452350090e-04,2.8220175315237417e-04
2013,1.9648890526810688e-04,2.8232009364749278e-04
2014,1.9638349075165257e-04,2.8243839816544726e-04
2015,1.9627818082044004e-04,2.8255666672099899e-04
2016,1.9617297532105498e-04,2.8267489932894629e-04
2017,1.9606787410038305e-04,2.8279309600410510e-04
2018,1.9596287700558793e-04,2.8291125676114051e-04
2019,1.9585798388410753e-04,2.8302938161491167e-04
2020,1.9575319458365513e-04,2.8314747058014319e-04
2021,1.9564850895226454e-04,2.8326552367151858e-04
2022,1.9554392683821710e-04,2.8338354090383296e-04
2023,1.9543944809011500e-04,2.8350152229167055e-04
2024,1.9533507255677804e-04,2.8361946784989276e-04
2025,1.9523080008736668e-04,2.8373737759306174e-04
2026,1.9512663053131564e-04,2.8385525153589114e-04
2027,1.9502256373830462e-04,2.8397308969310415e-04
2028,1.9491859955830085e-04,2.8409089207925565e-04
2029,1.9481473784158551e-04,2.8420865870899380e-04
2030,1.9471097843869602e-04,2.8432638959700494e-04
2031,1.9460732120039467e-04,2.8444408475787928e-04
2032,1.9450376597784870e-04,2.8456174420620238e-04
2033,1.9440031262234393e-04,2.8467936795661388e-04
2034,1.9429696098556760e-04,2.8479695602366944e-04
2035,1.9419371091938524e-04,2.8491450842192358e-04
2036,1.9409056227605187e-04,2.8503202516596263e-04
2037,1.9398751490795564e-04,2.8514950627026156e-04
2038,1.9388456866787493e-04,2.8526695174951893e-04
2039,1.9378172340879946e-04,2.8538436161806299e-04
2040,1.9367897898398144e-04,2.8550173589055803e-04
2041,1.9357633524699560e-04,2.8561907458142543e-04
2042,1.9347379205165546e-04,2.8573637770520845e-04
2043,1.9337134925203199e-04,2.8585364527635148e-04
2044,1.9326900670249011e-04,2.8597087730932141e-04
2045,1.9316676425762888e-04,2.8608807381859624e-04
2046,1.9306462177235949e-04,2.8620523481865062e-04
2047,1.9296257910183064e-04,2.8632236032383591e-04
2048,1.9286063610147222e-04,2.8643945034865375e-04
2049,1.9275879262695966e-04,2.8655650490747416e-04
2050,1.9265704853426325e-04,2.8667352401470547e-04
2051,1.9255540367955047e-04,2.8679050768476932e-04
2052,1.9245385791938376e-04,2.8690745593199310e-04
2053,1.9235241111042822e-04,2.8702436877075274e-04
2054,1.9225106310974285e-04,2.8714124621546976e-04
2055,1.9214981377457382e-04,2.8725808828044045e-04
2056,1.9204866296246233e-04,2.8737489497997692e-04
2057,1.9194761053119557e-04,2.8749166632847071e-04
2058,1.9184665633880619e-04,2.8760840234017427e-04
2059,1.9174580024364137e-04,2.8772510302942615e-04
2060,1.9164504210424804e-04,2.8784176841048482e-04
2061,1.9154438177945916e-04,2.8795839849761874e-04
2062,1.9144381912836929e-04,2.8807499330516206e-04
2063,1.9134335401028925e-04,2.8819155284730237e-04
2064,1.9124298628487115e-04,2.8830807713836018e-04
2065,1.9114271581193403e-04,2.8842456619256350e-04
2066,1.9104254245160294e-04,2.8854102002401328e-04
2067,1.9094246606423778e-04,2.8865743864708740e-04
2068,1.9084248651046713e-04,2.8877382207586673e-04
2069,1.9074260365117493e-04,2.8889017032464207e-04
2070,1.9064281734747609e-04,2.8900648340755104e-04
2071,1.9054312746076332e-04,2.8912276133874211e-04
2072,1.9044353385264240e-04,2.8923900413237592e-04
2073,1.9034403638503312e-04,2.8935521180264892e-04
2074,1.9024463492005376e-04,2.8947138436366749e-04
2075,1.9014532932009069e-04,2.8958752182955760e-04
2076,1.9004611944779064e-04,2.8970362421444087e-04
2077,1.8994700516602661e-04,2.8981969153243843e-04
2078,1.8984798633793945e-04,2.8993572379763869e-04
2079,1.8974906282690748e-04,2.9005172102409058e-04
2080,1.8965023449655060e-04,2.9016768322595647e-04
2081,1.8955150121077269e-04,2.9028361041714246e-04
2082,1.8945286283368626e-04,2.9039950261191617e-04
2083,1.8935431922964093e-04,2.9051535982415824e-04
2084,1.8925587026327284e-04,2.9063118206796841e-04
2085,1.8915751579943869e-04,2.9074696935730388e-04
2086,1.8905925570323145e-04,2.9086272170622210e-04
2087,1.8896108983999492e-04,2.9097843912874861e-04
2088,1.8886301807535122e-04,2.9109412163888651e-04
2089,1.8876504027509096e-04,2.9120976925050743e-04
2090,1.8866715630531884e-04,2.9132538197767361e-04
2091,1.8856936603235531e-04,2.9144095983426471e-04
2092,1.8847166932271670e-04,2.9155650283434821e-04
2093,1.8837406604325146e-04,2.9167201099175837e-04
2094,1.8827655606096561e-04,2.9178748432046443e-04
2095,1.8817913924315259e-04,2.9190292283434114e-04
2096,1.8808181545731885e-04,2.9201832654735535e-04
2097,1.8798458457122100e-04,2.9213369547336247e-04
2098,1.8788744645286337e-04,2.9224902962626375e-04
2099,1.8779040097046464e-04,2.9236432901988863e-04
2100,1.8769344799247586e-04,2.9247959366819284e-04
2101,1.8759658738762110e-04,2.9259482358498089e-04
2102,1.8749981902483714e-04,2.9271001878404388e-04
2103,1.8740314277328820e-04,2.9282517927930232e-04
2104,1.8730655850239972e-04,2.9294030508451104e-04
2105,1.8721006608177500e-04,2.9305539621353433e-04
2106,1.8711366538133980e-04,2.9317045268011614e-04
2107,1.8701735627116558e-04,2.9328547449811550e-04
2108,1.8692113862159919e-04,2.9340046168126427e-04
2109,1.8682501230323840e-04,2.9351541424331949e-04
2110,1.8672897718686172e-04,2.9363033219816239e-04
2111,1.8663303314351019e-04,2.9374521555937622e-04
2112,1.8653718004445791e-04,2.9386006434079881e-04
2113,1.8644141776118513e-04,2.9397487855613638e-04
2114,1.8634574616544061e-04,2.9408965821911429e-04
2115,1.8625016512916466e-04,2.9420440334342805e-04
2116,1.8615467452452524e-04,2.9431911394285550e-04
2117,1.8605927422398410e-04,2.9443379003090959e-04
2118,1.8596396410011770e-04,2.9454843162148324e-04
2119,1.8586874402582573e-04,2.9466303872812592e-04
2120,1.8577361387420039e-04,2.9477761136452251e-04
2121,1.8567857351855220e-04,2.9489214954430646e-04
2122,1.8558362283241931e-04,2.9500665328112137e-04
2123,1.8548876168956988e-04,2.9512112258860655e-04
2124,1.8539398996402051e-04,2.9523555748037537e-04
2125,1.8529930752994849e-04,2.9534995797004051e-04
2126,1.8520471426182954e-04,2.9546432407123773e-04
2127,1.8511021003431516e-04,2.9557865579745574e-04
2128,1.8501579472227750e-04,2.9569295316239039e-04
2129,1.8492146820084282e-04,2.9580721617953530e-04
2130,1.8482723034531808e-04,2.9592144486251498e-04
2131,1.8473308103127717e-04,2.9603563922478800e-04
2132,1.8463902013447387e-04,2.9614979927998801e-04
